'Imei','InternalName','DID','LID','Firmware','Modem','Operator','Country','FID','Latitude','Longitude','TimeZone','Age','NumFirstConnect','CatFirstConnectEqual','CatFirstConnectExtreme'
'4c9f9a919582c5696ff25d5fb0d5faee','ATLAS_2G_SPB','17','34','0.2.36V11Tur','M66FCR01A03BT','VTurkey','Türkiye','3727','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','26','11.0','muy alto','bajo'
'cf5c00f1690ab852f3d80323282b0102','Atlas 2','2','2','0.0.43','BC66NBR01A10','Vodafone','Spain','522','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1378','8.0','alto','bajo'
'082f6113bc2795522bdbeacb05d07669','ATLAS_2G_SPB','17','34','0.2.36V11Tur','M66FCR01A03BT','VTurkey','Türkiye','3096','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','506','5.0','bajo','bajo'
'9f4be9cd4e5aa3994cd2504648451dfe','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2441','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','546','8.0','alto','bajo'
'0bad880ad0679fff7cc343b3eccd70a7','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3873','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','105','5.0','bajo','bajo'
'3bd6392019f306f414e55a7df2766b67','ATLAS_2SPB','47','35','0.1.37V11','BC66NBR01A11','Movistar','Portugal','3159','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','122','4.0','muy bajo','bajo'
'9a7c7abad04add943f41e6064d346525','ATLAS_2G_SPB','6','28','0.2.33V11','M66FBR03A08','','Guadeloupe','2415','Grupo4 (Zona Tropical)','Grupo B (America Central)','America/Guadeloupe','334','4.0','muy bajo','bajo'
'62c746fcabaf62b986b8738ce614f617','ATLAS_2SPB','2','29','0.1.37V11','BC66NBR01A11','Movistar','Spain','3039','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','336','5.0','bajo','bajo'
'4a9ccb53e60ac2fc53ee6613eacaf356','ATLAS_2G_SPB','46','30','0.2.36V11','M66FCR01A02BT','Vodafone','Suriname','2355','Grupo4 (Zona Tropical)','Grupo C (America Este / Atlantico)','America/Paramaribo','374','5.0','bajo','bajo'
'a0f2f67f5249991ddaee80a88c7ea10e','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Spain','3175','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','216','3.0','muy bajo','bajo'
'6dd63965d2a64e1f2fe738efde420008','ATLAS_2SPB','2','29','0.1.37V11','BC66NBR01A11','Movistar','Spain','2968','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','352','4.0','muy bajo','bajo'
'884a6b745bf92bc5a751557587fbe8ba','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3598','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','185','4.0','muy bajo','bajo'
'cf4a4c142c8062d705f75415e597e70d','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Vodafone','Spain','3227','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','654','3.0','muy bajo','bajo'
'd1aa0819bac3d59d1e5029ca13623831','ATLAS_2SPB','67','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Germany','3440','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','36','3.0','muy bajo','bajo'
'57c57b40acc81dfc687247a31d5edfbf','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','2025','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','500','51.0','muy alto','bajo'
'3c7f5edac1a8e78f68c3480562a57143','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','3121','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','299','82.0','muy alto','alto'
'31665437db5017629cbae60a882c8b91','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','843','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1007','3.0','muy bajo','bajo'
'cd1373bfc94dc28e5580a06e7471fb89','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Vodafone','Spain','2867','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','364','8.0','alto','bajo'
'800c30388d093d3cdb98dd9978f33cc8','ATLAS_2SPB','2','29','0.1.37V11','BC66NBR01A11','Movistar','Spain','3208','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','280','4.0','muy bajo','bajo'
'ad396993bc5e2129d66821e3d69cc082','ATLAS_2SPB','46','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Netherlands','3065','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','107','3.0','muy bajo','bajo'
'0f2c09c402748f37d2369ac076e1111c','ATLAS_2SPB','1','25','0.1.37V11','BC66NBR01A11','Vodafone','Italy','2463','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','290','9.0','alto','bajo'
'9dc43b2e4cbf5ff5545da87c1f641878','ATLAS_2SPB','1','27','0.1.36V11','BC66NBR01A11','Vodafone','Italy','2463','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','236','14.0','muy alto','bajo'
'd5d5d55215043ec01848619b426d74ed','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','1373','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','437','6.0','alto','bajo'
'cb0856d3fdf131b06d820819a859f849','ATLAS_2SPB','2','29','0.1.37V11','BC66NBR01A11','Movistar','Spain','3828','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','28','3.0','muy bajo','bajo'
'5dea5ed22011703059884b7a3b8507cc','ATLAS_2G_SPB','17','34','0.2.36V11Tur','M66FCR01A03BT','VTurkey','Türkiye','2702','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','265','4.0','muy bajo','bajo'
'1081026d9ef81ba7fd9cd24a7652d4e1','ATLAS_2G_SPB','2','18','0.2.34V11','M66FCR01A02BT','Movistar','Portugal','2177','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','471','5.0','bajo','bajo'
'dac63c4c6d60f3b1fdf5265c516bbe76','ATLAS_2SPB','46','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Germany','3182','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','175','4.0','muy bajo','bajo'
'9ada0de138d08b5544bd85e3348a37f5','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Vodafone','Spain','2396','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','567','17.0','muy alto','bajo'
'83abf65cd68b7c615cf2cab2b49dfce2','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Spain','3175','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','218','2.0','muy bajo','bajo'
'3bdf1f229d07c7609ba3927fdfbf689a','Atlas 2','3','5','0.0.60','BC66NBR01A10','Vodafone','Netherlands','529','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','863','4.0','muy bajo','bajo'
'0f783dc626d14798486296b29a3527de','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3499','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','213','15.0','muy alto','bajo'
'ff260bc0972aa59cb0076626cb2ecc11','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3165','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','276','11.0','muy alto','bajo'
'487f86971645d105b4a725caf357bed7','ATLAS_2SPB','46','16','0.1.34V11','BC66NBR01A11','Vodafone','Netherlands','2273','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','170','3.0','muy bajo','bajo'
'ee90ce8cf77ab052d2b608a030f5ad5d','ATLAS_2S','21','7','0.1.15','BC66NBR01A11','Vodafone','Switzerland','1270','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Zurich','948','2.0','muy bajo','bajo'
'a04dabc5c5ab4c7bb5711bfbcc4220ca','ATLAS_2G_SPB','6','28','0.2.33V11','M66FBR03A08','','Guadeloupe','2415','Grupo4 (Zona Tropical)','Grupo B (America Central)','America/Guadeloupe','112','3.0','muy bajo','bajo'
'47e0e21717c9dd3eec6b08a5bd2345e4','ATLAS_2G_SPB','2','38','0.2.40V12','M66FCR01A02BT','Vodafone','Spain','3699','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','85','3.0','muy bajo','bajo'
'24d7362926cba6068a664fa16f7157d7','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3247','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','0','1.0','muy bajo','bajo'
'b4d1994ed3f02f7ee183cd7c477f82f4','ATLAS_2G_SPB','2','22','0.2.36V11','M66FCR01A02BT','Movistar','Spain','3267','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','207','4.0','muy bajo','bajo'
'55e9c256371d7d72ca3f29a3a48c039e','ATLAS_2G_SPB','2','38','0.2.40V12','M66FCR01A02BT','Vodafone','Spain','3924','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','0','1.0','muy bajo','bajo'
'ed495a6fce0a69ccf47cd87814c7f98b','ATLAS_2S','2','7','0.1.15','BC66NBR01A10','Movistar','Spain','1320','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','972','3.0','muy bajo','bajo'
'eb5a015b803465ba5c4acb45ddd49235','Atlas 2','2','2','0.0.43','BC66NBR01A10','Movistar','Spain','494','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1400','3.0','muy bajo','bajo'
'562990a689463a7adacbe4a5624fbf77','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Vodafone','Spain','2277','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','591','4.0','muy bajo','bajo'
'a9218607a03c19c25eb6ecf4e701ead8','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','889','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1029','4.0','muy bajo','bajo'
'9572fc3a71eb60e6f7c66ec68c521f39','ATLAS_2SPB','50','27','0.1.37V11AUS','BC66NBR01A11','Telstra','Australia','1924','Grupo5 (Zona Subtropical -)','Grupo E (Asia Oeste / Medio Oriente)','Australia/Perth','145','12.0','muy alto','bajo'
'fc3809f1ffc8c029785d047da8d5dcd1','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','3582','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','198','2.0','muy bajo','bajo'
'17e58bff0b27b7ed7d795d078d61186e','ATLAS_2S','2','7','0.1.21MBomba','BC66NBR01A11','Vodafone','Spain','1373','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','844','3.0','muy bajo','bajo'
'a2ffb88ea241f78b7f98955477566382','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Vodafone','Spain','3716','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','0','5.0','bajo','bajo'
'bf77276b69304ffaa2c6290e59e555b2','ATLAS_2G_SPB','29','38','0.2.40V12','M66FCR01A02BT','Vodafone','Romania','3821','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Bucharest','22','6.0','alto','bajo'
'37948a9e82114c962541b6741b3ff362','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3390','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','137','3.0','muy bajo','bajo'
'dc41f698acea60e6752c71e7357d428f','ATLAS_2SPB','47','25','0.1.37V11','BC66NBR01A11','Vodafone','Portugal','3276','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','137','3.0','muy bajo','bajo'
'e4a51ce79a50282a3fc83edd7525fd76','Atlas 2','2','5','0.0.60','BC66NBR01A10','1nce','Spain','422','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1199','3.0','muy bajo','bajo'
'ecea4bf0984b4d00a1b641bde87f21b8','ATLAS_2SPB','1','27','0.1.36V11','BC66NBR01A11','Vodafone','Switzerland','2473','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Zurich','517','6.0','alto','bajo'
'69f3809ed48416c821ab0d24887acac8','Atlas 2','2','5','0.0.60','BC66NBR01A10','Movistar','Spain','1059','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1184','4.0','muy bajo','bajo'
'dc85fd93517f07e5d100012cc3553481','ATLAS_2G_SP','6','7','0.2.17','M66FBR03A07','Movistar','Cote d Ivoire','2019','Grupo4 (Zona Tropical)','Grupo C (America Este / Atlantico)','Africa/Abidjan','367','483.0','muy alto','alto'
'3a0706424a70204bf612bd33c9dd7c15','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','855','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','576','13.0','muy alto','bajo'
'b1fbff59ec379f4b03b91e975efb785b','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Movistar','Spain','889','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','266','9.0','alto','bajo'
'81ba86ec94ae7eb22575d5da6bd8442d','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','1368','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','832','4.0','muy bajo','bajo'
'8a99db18fdf49cabf5b55b9b599fa201','ATLAS_2S','2','7','0.1.12','BC66NBR01A11','Movistar','Spain','600','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','696','1.0','muy bajo','bajo'
'3f0f59c3290321c0dfb773e85c677cbf','Atlas 2','3','6','0.0.60','BC66NBR01A10','Vodafone','Netherlands','937','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','310','3.0','muy bajo','bajo'
'32fc6fde59da51bda85518b9e7c57b8e','ATLAS_2SPB','18','31','0.1.37V11USA','BC66NBR01A11','Vodafone','United States','3810','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','57','5.0','bajo','bajo'
'fe2c858f06b931ce99f425a2d9561225','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Portugal','3452','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','89','3.0','muy bajo','bajo'
'b8bafffd6ded66579c05b4f3d7762f23','ATLAS_2SP','1','7','0.1.17','BC66NBR01A11','1nce','Germany','904','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','1010','16.0','muy alto','bajo'
'b978ef639d1f919d434ccf30027afb6c','ATLAS_2SP','33','7','0.1.17','BC66NBR01A11','Movistar','Spain','1124','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','864','8.0','alto','bajo'
'8a074fff87036a0b74cdc0d1286a7ac5','Atlas 2','31','5','0.0.60','BC66NBR01A10','Movistar','Spain','713','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','651','30.0','muy alto','bajo'
'c351d51f5b0f11306f2ecd8d7caaec40','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','1372','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','603','23.0','muy alto','bajo'
'069dc8d5ca054074cdbd3b47ffcd270d','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3390','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','136','5.0','bajo','bajo'
'c0e507d3345240b3561cb1118f10fe3b','ATLAS_2SPB','1','27','0.1.36V11','BC66NBR01A11','Vodafone','Italy','2463','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','199','6.0','alto','bajo'
'89be0777e292068b165d1dfc475fa3de','ATLAS_2SPB','18','31','0.1.37V11USA','BC66NBR01A11','Vodafone','United States','931','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','245','7.0','alto','bajo'
'7212ef8d1ee5d9aa3d8de91b5d2b2191','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3552','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','206','5.0','bajo','bajo'
'2f0f2e849c96513ef3d801261cfb6436','Atlas 2','2','5','0.0.60','BC66NBR01A10','Movistar','Spain','1297','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1189','6.0','alto','bajo'
'7873d31d2b8cab08cedd3cb6325e2e0e','ATLAS_2SPB','2','15','0.1.36V11','BC66NBR01A11','Movistar','Spain','2386','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','501','78.0','muy alto','alto'
'15294f3ed1169575d8802276c1d6d553','Atlas 2','2','6','0.0.60','BC66NBR01A10','Movistar','Spain','882','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1183','2.0','muy bajo','bajo'
'02747c39e47a323fb2c4c731e3b12210','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3390','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','137','5.0','bajo','bajo'
'082aa84436d82af6781ae459f10b7078','ATLAS_2G_SPB','2','22','0.2.36V11','M66FCR01A02BT','Movistar','Spain','2256','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','349','5.0','bajo','bajo'
'af0626a937ae6d1bde40f10ffb79c00e','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2437','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','159','10.0','alto','bajo'
'c9b9848922bf3d539c773a67641a3666','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','3621','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','55','3.0','muy bajo','bajo'
'bb7d8bb1c16d93cf08a6a959fbcf295e','Atlas 2','31','2','0.0.43','BC66NBR01A10','Vodafone','Spain','2134','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1130','9.0','alto','bajo'
'8706b769e714cdec9512fac8bad9d42f','Atlas 2','2','2','0.0.60','BC66NBR01A10','Vodafone','Spain','1295','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','979','7.0','alto','bajo'
'6221ce5948681fe1d348db10b5463cba','ATLAS_2SPB','18','31','0.1.37V11USA','BC66NBR01A11','Vodafone','United States','3810','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','64','3.0','muy bajo','bajo'
'dafbf31bc3c70aad4bbbf64aed954668','ATLAS_2SPB','68','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Italy','3191','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','173','3.0','muy bajo','bajo'
'78896dca0572e178558fda1c1f749236','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Vodafone','Spain','1496','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','865','2.0','muy bajo','bajo'
'6e3b19420722e5d15d16276ea0414c69','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3306','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','213','4.0','muy bajo','bajo'
'df1eb20a54fca5ec8dadaf839440c80d','ATLAS_2SPB','2','27','0.1.37V11','BC66NBR01A11','Movistar','Spain','3189','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','126','3.0','muy bajo','bajo'
'7e5528c16774165f516a90b6e6f4edef','ATLAS_2SPB','50','27','0.1.37V11AUS','BC66NBR01A11','Telstra','Australia','3845','Grupo5 (Zona Subtropical -)','Grupo E (Asia Oeste / Medio Oriente)','Australia/Perth','14','6.0','alto','bajo'
'8e7f1a6bc4ceb280379c646ca8f082fd','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','2179','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','707','6.0','alto','bajo'
'64cc4e01088d593532f37f999aca9bf0','Atlas 2','31','2','0.0.71','BC66NBR01A10','Movistar','Spain','2134','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1212','150.0','muy alto','alto'
'530832dc37170448b860e7bb492625ae','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3873','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','107','4.0','muy bajo','bajo'
'2022e80e556dff9c21499785c95eaf55','ATLAS_2SPB','46','16','0.1.34V11','BC66NBR01A11','Vodafone','Germany','2221','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','398','4.0','muy bajo','bajo'
'77b6c32afa5726a221f0ca563a9b82db','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','2918','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','421','5.0','bajo','bajo'
'9c66526670aa2fc9786668a00b4788a6','ATLAS_2SPB','59','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','2897','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','19','30.0','muy alto','bajo'
'51842af7d3a4f9bf9e2b22aa1f1dd704','ATLAS_2G_SP','31','7','0.2.17','M66FBR03A07','Vodafone','Guatemala','1973','Grupo4 (Zona Tropical)','Grupo B (America Central)','America/Guatemala','784','12.0','muy alto','bajo'
'5d819837bb08f5f5da6a91cc2c9729d1','ATLAS_2G_SPB','1','28','0.2.33V11','M66FBR03A07','','Italy','2120','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','629','7.0','alto','bajo'
'ae58b8df937f7e757f5038d286dfbdbc','ATLAS_2SPB','2','31','0.1.37V11','BC66NBR01A11','Vodafone','Spain','2908','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','328','4.0','muy bajo','bajo'
'9338db17c90d0a17ea05f3f0f2691210','ATLAS_2G_SPB','6','28','0.2.33V11','M66FBR03A07','','Guadeloupe','2415','Grupo4 (Zona Tropical)','Grupo B (America Central)','America/Guadeloupe','315','5.0','bajo','bajo'
'c383931571500124d5e29af870ce31da','Atlas 2','2','5','0.0.60','BC66NBR01A10','Movistar','Spain','843','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1190','8.0','alto','bajo'
'c0691b3a029ca259a2c709f8d8726c0e','ATLAS_2S','8','7','0.1.15','BC66NBR01A11','Movistar','Spain','2148','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','440','4.0','muy bajo','bajo'
'd7234a1931b0eeec821505747141144a','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3311','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','167','4.0','muy bajo','bajo'
'22357466b922c35f37bfb71ceaa7d81b','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3133','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','245','14.0','muy alto','bajo'
'dc57ca67354ccb75276a08112152ba98','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3336','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','253','4.0','muy bajo','bajo'
'204de10ff04981e2a47924dc8f75422e','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3188','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','293','3.0','muy bajo','bajo'
'02e08a3c912ad428620fe4e5dd9ce033','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','1373','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','437','6.0','alto','bajo'
'8b5cfe56263b0353a7deb74559d27898','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','2882','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','93','11.0','muy alto','bajo'
'b8f4bc3f36d119879a03dbd59c53cfcd','ATLAS_2S','8','7','0.1.15','BC66NBR01A11','Movistar','Spain','2148','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','546','7.0','alto','bajo'
'48fd56c3938fb57739111803a3cc8b43','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','3177','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','3','11.0','muy alto','bajo'
'6057bfacb47ef48a842e0b31f8cb9bef','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Portugal','3452','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','89','2.0','muy bajo','bajo'
'd77d9e8f3fd6ce047b3f4470d6466f9f','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2086','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','624','7.0','alto','bajo'
'397ad1a283e7e9d5f629863eaf07d2ce','ATLAS_2G_SPB','2','22','0.2.36V11','M66FCR01A02BT','Movistar','Spain','3825','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','204','8.0','alto','bajo'
'40658a1e0a87149d2342a1d368780a4b','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3133','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','264','5.0','bajo','bajo'
'c256e12011ee4f4ea1527c4918769909','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3292','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','635','4.0','muy bajo','bajo'
